StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-09 20:23:42,2024-12-09 20:26:01,IP Address,65.213.223.141,100,139,True,2024-12-09 20:26:02,R_7XbMaRx1IZ7zMFM,,,,,38.9522,-77.0253,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09 20:18:04,2024-12-09 20:29:03,IP Address,97.113.62.50,100,659,True,2024-12-09 20:29:04,R_3qR16aMK5nNyzpJ,,,,,47.6733,-122.3426,anonymous,EN,Yes,Yes,"Ironically, the most memorable one was a metaphor used by a job candidate in their research talk at your current institution/department. The metaphor was observational planetary science like dating - first you observe her from afar, then you do closer fly bys and eventually you might do a landing mission. 

A few of us graduate students were offended- the faculty we explained it to didn't understand why. The person was hired. I think (hope) times have changed. ",Yes,"Sexy results. 

""I'd tap that"" on a t-shirt with a rock hammer and a rock. ",Yes,,Yes,,Yes,Place names.,Yes,"Dikes. Plenty of times. ",No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-09 20:59:26,2024-12-09 21:10:18,IP Address,140.160.182.116,100,651,True,2024-12-09 21:10:19,R_6jDAHxGhtqpiJCF,,,,,48.7494,-122.4896,anonymous,EN,Yes,Yes,"My professor had English as a 2nd language. His pronunciation of ""hot magma"" in petrology sounded like ""hot mama"" and that was repeated and laughed at by students way too much. ",Yes,"Linking orogeny to sex, jokes about cleavage. ",Yes,"Exactly the example above - eclogite and blue schist knockers. I couldn't believe that my male professors actually made up that name back in the day. ",No,,Yes,Mapping at Negro creek in Nevada,No,,No,,"Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-09 21:24:24,2024-12-09 21:34:14,IP Address,73.157.48.134,100,590,True,2024-12-09 21:34:15,R_7L0HPU0tf4bVWPk,,,,,48.7494,-122.4896,anonymous,EN,Yes,Yes,My peers and I definitely anthropomorphize bodies of water (particularly the Great Lakes) as lovely ladies,Yes,My peers and I will call cool rocks some “sexy bois”,No,,No,,Yes,Yes the use of the word Sq*** in many place names in the Western US,No,,No,,"Earth Surface + Lithosphere,Geomagnetism, Paleomagnetism and Electromagnetism",,Fieldwork,,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Graduate student,,Woman or woman identified,,Female,,Questioning or Unsure,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-09 21:39:04,2024-12-09 21:44:18,IP Address,71.227.221.43,100,313,True,2024-12-09 21:44:18,R_5xs7hmt0codNapj,,,,,48.799,-122.4499,anonymous,EN,Yes,No,,No,,No,,No,,No,,Yes,"Making dike jokes with my queer geology friends (and I am queer as well) ",No,,"Earth Surface + Lithosphere,Geochronology,Tectonophysics",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Graduate student,,Woman or woman identified,,Female,,Lesbian,,"Asian,White",,Not Hispanic or Latinx,,Canada,USA
2024-12-10 03:40:32,2024-12-10 03:49:32,IP Address,4.79.195.225,100,539,True,2024-12-10 03:49:33,R_1GwzQszYZ7EHiP5,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,"I never understood why one would call a ship ‘her’. In my view it should be gender neutral. ",Yes,"I have heard the “turn on” and “sexy” example used above. As a teaching assistant I saw students giggle when they did mineral identification and had to identify sets of “cleavage”. ",Yes,,No,,Yes,,No,,,,"Ocean Sciences,Paleoceanography and Paleoclimatology",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,Asian,,Not Hispanic or Latinx,,,United States
2024-12-10 04:06:00,2024-12-10 04:09:09,IP Address,76.106.58.185,100,188,True,2024-12-10 04:09:09,R_8nMTIJBGSXL4WZl,,,,,38.9208,-77.036,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,Yes,,Yes,,,,"Volcanology, Geochemistry, and Petrology,Earth Interior + Planetary Science",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 05:02:46,2024-12-10 05:06:31,IP Address,73.172.28.240,100,225,True,2024-12-10 05:06:32,R_1sNDtxKCoXh76Nz,,,,,38.9522,-77.0253,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Ocean Sciences,Paleoceanography and Paleoclimatology",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Man or man identified,,Male,,Bisexual,,Prefer not to reply,,Hispanic or Latinx,,United States,United States
2024-12-10 05:24:05,2024-12-10 05:31:39,IP Address,208.115.85.131,100,454,True,2024-12-10 05:31:40,R_7N7YNwNG4OSj3wZ,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,parent and daughter isotopes,Yes,"mid ocean ridges as ""friends who spread apart""
a lot of jokes about thrust faults
mineral cleavage",No,,No,,No,,No,,Yes,"male and female power plugs, plumbing connections, vacuum parts called nipples. these are all aspects of our lab apparatus that come up a lot.","Ocean Sciences,Paleoceanography and Paleoclimatology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,"Lesbian,Bisexual,Pansexual,Queer",,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 05:48:52,2024-12-10 06:04:02,IP Address,162.221.175.40,100,909,True,2024-12-10 06:04:02,R_6dK7SFqJIMuxEEb,,,,,38.8957,-77.0443,anonymous,EN,Yes,Yes,"I am French and in my language, every object has a gender. Cars and rocks are feminine in my native language.",Yes,"I did hear 'sexy' a lot when I was in grad school. Like research results or a field of study being sexy. If a graph would have a shaded area with a phallic shape or breast shape, I and colleagues would notice it and joke about it. ",No,,No,,No,,No,,No,,"Volcanology, Geochemistry, and Petrology,Earth Interior + Planetary Science,Mineral and Rock Physics/Chemistry,Planetary Sciences,Study of the Earth’s Deep Interior",,Labwork,,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian),Other","Planet formation, so prior to Hadean","Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,Morocco,United States
2024-12-10 06:08:35,2024-12-10 06:13:03,IP Address,192.12.184.6,100,267,True,2024-12-10 06:13:03,R_1nOtGDG2SR6DVtA,,,,,35.8639,-106.2799,anonymous,EN,Yes,Yes,,Yes,,No,,No,,No,,No,,No,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Genderqueer/gender non-conforming,,Male,,Queer,,White,,,,USA,USA
2024-12-10 06:35:23,2024-12-10 06:46:11,IP Address,31.30.65.90,100,648,True,2024-12-10 06:46:12,R_2JWriU4Eqn7RQ5z,,,,,50.0471,14.4523,anonymous,EN,Yes,No,,Yes,"This was in other language so it might not be grammatically correct, but saying in an exercise session that those were the best thing to do while trousers on.",No,,No,,,,No,,No,,"Earth Surface + Lithosphere,Geochronology,Mathematical tools",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Lesbian,,White,,Not Hispanic or Latinx,,Finland,Czech republic
2024-12-10 09:41:37,2024-12-10 09:54:10,IP Address,208.115.85.130,100,753,True,2024-12-10 09:54:10,R_6ZCToEOxrtC5HrO,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,"I have encountered this type of gendered language meant to connect with a younger audience and make it easier to communicate with students, making the science language and topic more inviting. For example, ""The southern ocean is iron-deficient; you could say she's anemic.""",Yes,"In general, I have heard in a professional setting someone describing results as ""sexy"" or ""hot.""",No,,No,,Yes,,No,,No,,"Paleoceanography and Paleoclimatology,Soil Science",,"Fieldwork,Labwork",,"N/A,Other",plio-pleistocene,Graduate student,,Woman or woman identified,,Female,,Straight,,Other,,Hispanic or Latinx,,United States,United States
2024-12-10 10:24:56,2024-12-10 10:34:23,IP Address,140.160.182.144,100,566,True,2024-12-10 10:34:23,R_6PwgdJ1owoeBUu9,,,,,48.7494,-122.4896,anonymous,EN,Yes,Yes,"Mostly in the context of indigenous stories about geologic features such as bodies of water, volcanoes, mountains, etc.",Yes,,Yes,,No,,Yes,Indian Heaven,Yes,,No,,"Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,"Gay,Pansexual",,Other,,Not Hispanic or Latinx,,,
2024-12-10 10:40:24,2024-12-10 10:46:31,IP Address,140.160.101.222,100,367,True,2024-12-10 10:46:32,R_5jwf70CAivUxpZe,,,,,48.7494,-122.4896,anonymous,EN,Yes,No,,No,,No,,No,,Yes,"As an undergraduate in Wisconsin the early 1980s I participated in a spring break geology field trip to the Gulf Coast. The professor provided a page of southern slang that was very racy. At the time it did not seem appropriate, now of course it would be totally inappropriate. ",No,,No,,Hydrology,,Modeling/theory,,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-10 11:20:31,2024-12-10 11:47:13,IP Address,216.103.158.97,100,1602,True,2024-12-10 11:47:13,R_3QR4QQZYauegrUZ,,,,,39.2909,-76.6096,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Cryosphere Sciences,Paleoceanography and Paleoclimatology",,Labwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,Undergraduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 12:33:53,2024-12-10 12:52:39,IP Address,174.192.204.6,100,1125,True,2024-12-10 12:52:39,R_3TTyKCp8K0CVRy7,,,,,39.2957,-76.6289,anonymous,EN,Yes,Yes,"Ocean as “she”, spanx for isostatic adjustment, others that I can’t remember specifics of",Yes,"All of the above, undergrad club using innuendos as the official shirt",Yes,Cummingtonite (mineral),No,,No,,Yes,"Examples above, plenty of joke during field camp",Yes,"Many derogatory/sexist comments during field camp with 16 men and 6 women (I.e. calling women weak and unfit for the field, comments on women driving with vans, pressuring into races or mocking when women walked slower) ","Cryosphere Sciences,Science and Society",,N/A,,N/A,,Other,Federal Government,"Woman or woman identified,Genderqueer/gender non-conforming",,Female,,Queer,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-10 12:49:14,2024-12-10 12:53:51,IP Address,172.56.199.2,100,277,True,2024-12-10 12:53:52,R_1QXeGAy8qacf8bn,,,,,42.364,-71.0265,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Paleoceanography and Paleoclimatology,,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Italy,"United States "
2024-12-10 13:22:50,2024-12-10 13:46:39,IP Address,209.129.49.189,100,1429,True,2024-12-10 13:46:40,R_106WWlVIL4j6gNP,,,,,34.4026,-119.7211,anonymous,EN,Yes,Yes,"Not the most egregious example: The most common is the assumption that professors or researchers are male. ""'My undergrad geochemistry professor graded harshly but fairly.' 'Oh yeah? what's his name?'"" 

An instance where I felt very uncomfortable, but it is not anyone's fault, is the use of ""discharge"" in fluvial geomorphology. Most women hear that term in context of ""vaginal discharge"", so hearing it in a classroom in science takes some adjustment. I don't think this needs to be changed, it's a word with many meanings and uses, but it is something I remember.

One persistent aspect of gendered language that persists is when some people (usually men) talk about their experiences on a river trip, referring to the river as ""she"". I'm not part of that culture so I always found it strange, but I understand that historically this was the language used. ",Yes,"My peers, especially in undergrad, did of course enjoy making vulgar jokes but I have not encountered much of that in professional settings.

I think there have been a few instances of a professor making a some strange metaphors involving skirts. Something like ""the river exposed the rock below the mountain skirts"" but most people know better. ",Yes,"When I learned in high school that people use the terms ""Male/female"" for cord connectors I thought it was gross, but I guess it makes sense. ",No,,Yes,"Place names. Some awful ones that I won't repeat that persist, especially in the western US. Racist, sexist, and violent (""bloody""). ",Yes,"Yes, by peers in undergrad (that exact joke), but not modeled by anyone farther in their career.",Yes,"I know this survey is about *gendered* language but I want to note that the use of the terms ""master"" and ""slave"" is pretty horrendous, has an especially dark history including violence against women, and is still part of the established language in remote-sensing and engineering-adjacent fields. ",Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Other,"PhD, looking for a job",Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-10 13:59:00,2024-12-10 14:10:26,IP Address,108.31.243.122,100,685,True,2024-12-10 14:10:26,R_7Pj5yp6fGBcKITH,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,"“She” referring to the ocean and research vessels often. ",Yes,"Jokes about metaphors relating to hardness scale as mentioned above. Also tectonic processes. ",Yes,Jokes about suggestive place names like the Grand Tetons,No,,No,,Yes,"Jokes about dikes can be quite common. ",Yes,Quite often in training and early in my career there were biased assumptions over males more often being considered experts or having authoritative positions as opposed to females. Also there was often gender bias regarding who had authority on research vessels- if there was a female first mate or captain.,"Ocean Sciences,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards,Sedimentology",,"Modeling/theory,Other",Remote sensing,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Hispanic or Latinx,,USA,USA
2024-12-10 14:44:42,2024-12-10 15:05:44,IP Address,140.160.111.232,100,1261,True,2024-12-10 15:05:44,R_1PdzI26ZntQPn5I,,,,,48.7494,-122.4896,anonymous,EN,Yes,Yes,"Referring to samples, vehicles, programs, software packages, etc. as ""she"" but rarely if ever with other pronouns.

Equating materials that are supposed to go together (e.g., a nuclear density gauge and an dosimeter) as ""husband and wife.""  ",Yes,"Romance-style or sexual-innuendos for orogenic processes.

Describing results or methods as ""sexy"" or ""not sexy.""

Lots of sexual innuendos when working with a portable density gauge, sledgehammer, and metal rods (e.g., pounding the hole, thrusting the rod in the hole, making the hardness (compaction) of the soil a sex reference, etc.)

People replacing ""if you prefer"" with ""if that turns you on"" when referring to method, program, or interpretation options.",Yes,"Virgin Limestone
Virgin River
The Husband, the Wife, Three Sisters, little Brother, and more throughout Three Sisters central Oregon
Instruction manuals or examples of how to do certain methods using exclusively ""he/him"" pronouns",,,Yes,"Many places in Nevada with the word ""squaw"" in them (many of which were changed in 2022 after I left)",Yes,"Definitely the lesbian jokes relating to geology dikes
",,,"Earth Surface + Lithosphere,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,"Transgender,Non-binary",,Female,,Queer,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-10 15:06:19,2024-12-10 15:16:58,IP Address,205.208.121.116,100,639,True,2024-12-10 15:16:59,R_7V2y5086edtDNnf,,,,,41.8018,-87.5993,anonymous,EN,Yes,Yes,"I frequently have heard protoplanetary disks referred to as ""the birthplace of planets"" and I have sometimes heard researchers refer to a planet's ""natal disk"". Since, in most cases, biological females give birth, this is somewhat gendered, though not overtly so.",No,,No,,No,,No,,No,,No,,Planetary Sciences,,Modeling/theory,,N/A,,Postdoc,,Woman or woman identified,,Female,,Asexual,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 16:21:57,2024-12-10 16:26:22,IP Address,174.219.227.72,100,264,True,2024-12-10 16:26:22,R_17BvEV9961kyhhF,,,,,39.2645,-76.6224,anonymous,EN,Yes,Yes,,Yes,That’s a big ass Horst,Yes,"I mean, as far as I know knockers is the correct name for a larger than boulder size mineral. ",No,,No,,Yes,"Yeah usually dike related. ",No,,Seismology,,Other,Observational,Post-industrial era (post-1750 CE),,Postdoc,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 16:22:14,2024-12-10 16:26:41,IP Address,107.116.79.35,100,266,True,2024-12-10 16:26:41,R_3AI6e40enkHx2Q9,,,,,38.9741,-77.037,anonymous,EN,Yes,Yes,"Physics, talked about friction as a “he”",Yes,"Lubricated faults, all kinds of puns about thrust faults, the classic geology puns, ect",No,,No,,Yes,I probably have,Yes,"Literally the dike example, also “scissoring” and “docking” somehow",No,,"Earth and Planetary Surface Processes/Geomorphology,Geochronology,Natural Hazards,Seismology,Tectonophysics,Earth Interior + Planetary Science,Mineral and Rock Physics/Chemistry",,Labwork,,N/A,,Graduate student,,Genderqueer/gender non-conforming,,Female,,Queer,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-10 16:25:50,2024-12-10 16:30:12,IP Address,104.28.55.121,100,261,True,2024-12-10 16:30:12,R_75QqwiGhcrnkydK,,,,,39.2889,-76.623,anonymous,EN,Yes,Yes,"Mostly the use of he in the context of older textbooks ",No,,No,,No,,No,,No,,No,,"Hydrology,Earth Surface + Lithosphere",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-10 16:42:50,2024-12-10 16:47:12,IP Address,172.58.242.123,100,261,True,2024-12-10 16:47:12,R_3EQh24C24n83OA6,,,,,38.9371,-76.9928,anonymous,EN,Yes,Yes,,Yes,"describing plots as sexy ",Yes,"countries as she ",No,,Yes,,Yes,,Yes,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Bisexual,,Other,,Hispanic or Latinx,,USA,USA
2024-12-10 16:47:36,2024-12-10 16:50:33,IP Address,107.116.79.79,100,176,True,2024-12-10 16:50:33,R_1N39BcZh7TZDfH5,,,,,38.9741,-77.037,anonymous,EN,Yes,Yes,,No,,No,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Bisexual,,Prefer not to reply,,Hispanic or Latinx,,,
2024-12-10 19:28:50,2024-12-10 19:33:25,IP Address,162.221.174.150,100,275,True,2024-12-10 19:33:26,R_3Nk9PG8kVMlliut,,,,,38.9011,-77.0452,anonymous,EN,Yes,No,,Yes,sexy scientific questions,No,,Yes,muscly man showed as metaphor of a strong approach to the problem,No,,No,,No,,"Biogeosciences/Geobiology,Paleoceanography and Paleoclimatology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,"Asian,White",,Not Hispanic or Latinx,,USA,USA
2024-12-11 03:31:47,2024-12-11 03:38:19,IP Address,75.133.225.69,100,391,True,2024-12-11 03:38:20,R_7EtZAi46dQYh1rS,,,,,42.2789,-85.6904,anonymous,EN,Yes,Yes,"Mother Earth, Mother Nature, “she” for the ocean/other bodies, etc. ",No,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Atmospheric Sciences,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards,Education",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-11 06:29:55,2024-12-11 06:34:33,IP Address,174.216.149.211,100,278,True,2024-12-11 06:34:34,R_30VIe632GgD5Ar3,,,,,39.3407,-76.6753,anonymous,EN,Yes,No,,Yes,A phallic joke about flux tubes,No,,No,,No,,No,,Yes,I'd rather not....,Space Physics and Aeronomy,,Modeling/theory,,Post-industrial era (post-1750 CE),,Graduate student,,"Woman or woman identified,Non-binary",,Female,,"Bisexual,Asexual",,White,,Prefer not to say,,United States,United States
2024-12-11 06:59:56,2024-12-11 07:03:08,IP Address,208.115.85.132,100,191,True,2024-12-11 07:03:08,R_5oGF2QYXEGHu8lX,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,I’ve heard talks where people refer to the earth as she,No,,No,,No,,No,,No,,No,,Ocean Sciences,,Fieldwork,,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Straight,,Black or African American,,Not Hispanic or Latinx,,USA,USA
2024-12-11 06:58:40,2024-12-11 07:03:48,IP Address,23.175.80.117,100,307,True,2024-12-11 07:03:48,R_3g0IBXTAp3HgKd7,,,,,42.0825,-75.9004,anonymous,EN,Yes,Yes,"My students refer to all fossils exclusively as he/him/boy/boi even after me repeatedly correcting them that they do not know if it was male/female and to use accurate language. ",Yes,"Sexy is the most common. Like planetary geology is currently “sexy” or other fields that are popular ",Yes,"A lot of jokes about mastedons or mammellons on bryozoans. ",No,,No,,Yes,"The most common is any joke involving dike 
",No,,"Education,Other","Paleobiology ","Fieldwork,Labwork,Modeling/theory",,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,"USA ",Usa
2024-12-11 07:06:01,2024-12-11 07:12:44,IP Address,136.36.241.152,100,403,True,2024-12-11 07:12:45,R_6ablIrKJtZwovB2,,,,,40.6982,-111.841,anonymous,EN,Yes,No,,No,,Yes,"Mostly place names in and around Utah, such as the one you provided. ",No,,Yes,"Again, place names: Squaw Peak",No,,No,,"Biogeosciences/Geobiology,Global Environmental Change,Paleoceanography and Paleoclimatology",,N/A,,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,"United States ","United States "
2024-12-11 07:15:21,2024-12-11 07:21:16,IP Address,107.77.226.181,100,354,True,2024-12-11 07:21:16,R_3jWj4tNVZyLo3hY,,,,,40.7064,-73.9473,anonymous,EN,Yes,No,,No,,Yes,Tetons,No,,No,,No,,,,"Cryosphere Sciences,Global Environmental Change,Earth Surface + Lithosphere",,Modeling/theory,,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-10 18:31:42,2024-12-11 07:36:48,IP Address,208.115.85.137,100,47105,True,2024-12-11 07:36:48,R_1mJcphUGa1HV1lL,,,,,38.9522,-77.0253,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Paleoceanography and Paleoclimatology,,Labwork,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Asexual,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-11 07:45:02,2024-12-11 07:49:05,IP Address,208.115.85.133,100,243,True,2024-12-11 07:49:06,R_5UgZaJOHxw6nQKR,,,,,38.9522,-77.0253,anonymous,EN,Yes,Yes,"As an undergrad (years ago) profs would use gendered and sexual metaphors in describing geological features. Also, ships described as “she” and some old times expressing unhappiness about women at sea.",Yes,"As above, not unusual when I was an undergrad (40+ years ago) but have not heard much in recent years. ",No,,No,,No,,Yes,,No,,"Hydrology,Ocean Sciences,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-11 08:10:18,2024-12-11 08:22:00,IP Address,152.7.255.194,100,701,True,2024-12-11 08:22:01,R_7f6GUUACjiWVa16,,,,,35.7633,-78.71,anonymous,EN,Yes,Yes,"in defense of some of these gendered terms, in Latin languages, it is common to designate terms with gender. As a native Latin speaker, I frequently struggle with it. This problem is something that I feel needs context and acceptance from situations that derive from native grammar.",Yes,"dykes intruding, foliation, cleavage...all structural terms and it is aggravated by a predominant male community speaking",Yes,there are several (Cannot remember by heart right now) and this is all over the world,Yes,"adding partial nudes photos of female in classes. It was disgusting. ",Yes,"Although I am European, I am confused by being south American and listen to all sorts of stupids jokes with racial stereotypes, trying to be funny",No,,Yes,"Frequent comments that by being a female you cannot carry out certain tasks, by being inferior physically or intelectually.
Also being called Honey while my colleagues were called Dr.","Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Geochronology,Natural Hazards,Tectonophysics",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Portugal,USA
2024-12-11 08:51:02,2024-12-11 08:53:26,IP Address,107.77.204.211,100,143,True,2024-12-11 08:53:27,R_6tFnW9TTI3WCmDU,,,,,39.2909,-76.6096,anonymous,EN,Yes,Yes,,Yes,,Yes,"yes, my supervisor referred to an unnamed mountain peak as “beyoncé’s nipple” during fieldwork. ",No,,No,,No,,No,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,,,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,,,,
